"Species code","Species name","Province","Zone","Year","Annual age ratio"
"1700","Ross' Goose","Alberta","1","1970",""
"1700","Ross' Goose","Manitoba","2","1970",""
"1700","Ross' Goose","Saskatchewan","1","1970",""
"1700","Ross' Goose","Alberta","1","1971",""
"1700","Ross' Goose","Alberta","2","1971",""
"1700","Ross' Goose","Manitoba","1","1971",""
"1700","Ross' Goose","Saskatchewan","1","1971","0.63"
"1700","Ross' Goose","Alberta","1","1972",""
"1700","Ross' Goose","Alberta","2","1972",""
"1700","Ross' Goose","Manitoba","1","1972",""
"1700","Ross' Goose","Manitoba","2","1972",""
"1700","Ross' Goose","Saskatchewan","1","1972",""
"1700","Ross' Goose","Saskatchewan","3","1972",""
"1700","Ross' Goose","Alberta","1","1973",""
"1700","Ross' Goose","Manitoba","1","1973",""
"1700","Ross' Goose","Manitoba","2","1973",""
"1700","Ross' Goose","Saskatchewan","1","1973","1.5"
"1700","Ross' Goose","Alberta","1","1974",""
"1700","Ross' Goose","Alberta","2","1974",""
"1700","Ross' Goose","Manitoba","1","1974",""
"1700","Ross' Goose","Saskatchewan","1","1974",""
"1700","Ross' Goose","Saskatchewan","2","1974",""
"1700","Ross' Goose","Saskatchewan","3","1974",""
"1700","Ross' Goose","Alberta","1","1975",""
"1700","Ross' Goose","Alberta","2","1975",""
"1700","Ross' Goose","Manitoba","1","1975",""
"1700","Ross' Goose","Manitoba","2","1975",""
"1700","Ross' Goose","Ontario","2","1975",""
"1700","Ross' Goose","Saskatchewan","1","1975",""
"1700","Ross' Goose","Saskatchewan","2","1975",""
"1700","Ross' Goose","Saskatchewan","3","1975",""
"1700","Ross' Goose","Alberta","1","1976",""
"1700","Ross' Goose","Alberta","2","1976",""
"1700","Ross' Goose","Manitoba","1","1976",""
"1700","Ross' Goose","Prince Edward Island","1","1976",""
"1700","Ross' Goose","Saskatchewan","1","1976",""
"1700","Ross' Goose","Saskatchewan","3","1976",""
"1700","Ross' Goose","Alberta","1","1977",""
"1700","Ross' Goose","Alberta","2","1977",""
"1700","Ross' Goose","Ontario","1","1977",""
"1700","Ross' Goose","Saskatchewan","1","1977",""
"1700","Ross' Goose","Alberta","1","1978",""
"1700","Ross' Goose","Manitoba","1","1978",""
"1700","Ross' Goose","Manitoba","2","1978",""
"1700","Ross' Goose","Saskatchewan","1","1978",""
"1700","Ross' Goose","Saskatchewan","2","1978",""
"1700","Ross' Goose","Saskatchewan","3","1978",""
"1700","Ross' Goose","Alberta","1","1979",""
"1700","Ross' Goose","Alberta","2","1979",""
"1700","Ross' Goose","Manitoba","1","1979",""
"1700","Ross' Goose","Manitoba","2","1979",""
"1700","Ross' Goose","Saskatchewan","1","1979","1.42"
"1700","Ross' Goose","Saskatchewan","2","1979",""
"1700","Ross' Goose","Saskatchewan","3","1979",""
"1700","Ross' Goose","Alberta","1","1980",""
"1700","Ross' Goose","Alberta","2","1980",""
"1700","Ross' Goose","Manitoba","1","1980",""
"1700","Ross' Goose","Saskatchewan","1","1980",""
"1700","Ross' Goose","Saskatchewan","2","1980",""
"1700","Ross' Goose","Saskatchewan","3","1980",""
"1700","Ross' Goose","Alberta","1","1981",""
"1700","Ross' Goose","Alberta","2","1981",""
"1700","Ross' Goose","Manitoba","1","1981",""
"1700","Ross' Goose","Manitoba","2","1981",""
"1700","Ross' Goose","Saskatchewan","1","1981",""
"1700","Ross' Goose","Saskatchewan","3","1981",""
"1700","Ross' Goose","Alberta","1","1982",""
"1700","Ross' Goose","Manitoba","1","1982",""
"1700","Ross' Goose","Saskatchewan","1","1982",""
"1700","Ross' Goose","Saskatchewan","2","1982",""
"1700","Ross' Goose","Saskatchewan","3","1982",""
"1700","Ross' Goose","Manitoba","1","1983",""
"1700","Ross' Goose","Saskatchewan","1","1983",""
"1700","Ross' Goose","Saskatchewan","2","1983",""
"1700","Ross' Goose","Saskatchewan","3","1983",""
"1700","Ross' Goose","Alberta","1","1984",""
"1700","Ross' Goose","Manitoba","2","1984",""
"1700","Ross' Goose","Saskatchewan","1","1984",""
"1700","Ross' Goose","Saskatchewan","2","1984",""
"1700","Ross' Goose","Saskatchewan","3","1984",""
"1700","Ross' Goose","Alberta","1","1985",""
"1700","Ross' Goose","Alberta","2","1985",""
"1700","Ross' Goose","Manitoba","1","1985",""
"1700","Ross' Goose","Saskatchewan","1","1985","2.67"
"1700","Ross' Goose","Saskatchewan","3","1985",""
"1700","Ross' Goose","Alberta","1","1986",""
"1700","Ross' Goose","Alberta","2","1986",""
"1700","Ross' Goose","Manitoba","1","1986",""
"1700","Ross' Goose","Manitoba","2","1986",""
"1700","Ross' Goose","Saskatchewan","1","1986",""
"1700","Ross' Goose","Alberta","1","1987",""
"1700","Ross' Goose","Alberta","2","1987",""
"1700","Ross' Goose","Manitoba","1","1987","4"
"1700","Ross' Goose","Saskatchewan","1","1987",""
"1700","Ross' Goose","Saskatchewan","2","1987",""
"1700","Ross' Goose","Saskatchewan","3","1987",""
"1700","Ross' Goose","Alberta","1","1988",""
"1700","Ross' Goose","Alberta","2","1988",""
"1700","Ross' Goose","Manitoba","1","1988",""
"1700","Ross' Goose","Manitoba","2","1988",""
"1700","Ross' Goose","Saskatchewan","1","1988",""
"1700","Ross' Goose","Alberta","1","1989",""
"1700","Ross' Goose","Alberta","2","1989",""
"1700","Ross' Goose","Manitoba","1","1989",""
"1700","Ross' Goose","Manitoba","2","1989",""
"1700","Ross' Goose","Saskatchewan","1","1989",""
"1700","Ross' Goose","Saskatchewan","3","1989",""
"1700","Ross' Goose","Alberta","1","1990",""
"1700","Ross' Goose","Alberta","2","1990",""
"1700","Ross' Goose","Manitoba","2","1990",""
"1700","Ross' Goose","Saskatchewan","1","1990","0.8"
"1700","Ross' Goose","Saskatchewan","2","1990",""
"1700","Ross' Goose","Saskatchewan","3","1990",""
"1700","Ross' Goose","Alberta","1","1991",""
"1700","Ross' Goose","Alberta","2","1991",""
"1700","Ross' Goose","Manitoba","1","1991",""
"1700","Ross' Goose","Saskatchewan","1","1991",""
"1700","Ross' Goose","Saskatchewan","2","1991",""
"1700","Ross' Goose","Saskatchewan","3","1991",""
"1700","Ross' Goose","Alberta","1","1992",""
"1700","Ross' Goose","Alberta","2","1992",""
"1700","Ross' Goose","Manitoba","1","1992",""
"1700","Ross' Goose","Manitoba","2","1992",""
"1700","Ross' Goose","Ontario","3","1992",""
"1700","Ross' Goose","Saskatchewan","1","1992",""
"1700","Ross' Goose","Saskatchewan","2","1992",""
"1700","Ross' Goose","Saskatchewan","3","1992",""
"1700","Ross' Goose","Alberta","1","1993",""
"1700","Ross' Goose","Alberta","2","1993",""
"1700","Ross' Goose","Manitoba","1","1993",""
"1700","Ross' Goose","Saskatchewan","1","1993",""
"1700","Ross' Goose","Saskatchewan","2","1993",""
"1700","Ross' Goose","Saskatchewan","3","1993",""
"1700","Ross' Goose","Alberta","1","1994","0.62"
"1700","Ross' Goose","Alberta","2","1994",""
"1700","Ross' Goose","British Columbia","2","1994",""
"1700","Ross' Goose","Manitoba","1","1994",""
"1700","Ross' Goose","Manitoba","2","1994",""
"1700","Ross' Goose","Quebec","1","1994",""
"1700","Ross' Goose","Saskatchewan","1","1994","1"
"1700","Ross' Goose","Saskatchewan","2","1994",""
"1700","Ross' Goose","Saskatchewan","3","1994",""
"1700","Ross' Goose","Alberta","1","1995",""
"1700","Ross' Goose","Alberta","2","1995",""
"1700","Ross' Goose","Manitoba","1","1995","0.77"
"1700","Ross' Goose","Manitoba","2","1995","1.63"
"1700","Ross' Goose","Quebec","1","1995",""
"1700","Ross' Goose","Saskatchewan","1","1995","1.13"
"1700","Ross' Goose","Saskatchewan","2","1995",""
"1700","Ross' Goose","Saskatchewan","3","1995",""
"1700","Ross' Goose","Alberta","1","1996",""
"1700","Ross' Goose","Alberta","2","1996",""
"1700","Ross' Goose","Manitoba","1","1996",""
"1700","Ross' Goose","Manitoba","2","1996",""
"1700","Ross' Goose","Ontario","2","1996",""
"1700","Ross' Goose","Saskatchewan","1","1996","1.75"
"1700","Ross' Goose","Saskatchewan","2","1996",""
"1700","Ross' Goose","Saskatchewan","3","1996","0.91"
"1700","Ross' Goose","Alberta","1","1997","0.47"
"1700","Ross' Goose","Alberta","2","1997",""
"1700","Ross' Goose","Manitoba","1","1997",""
"1700","Ross' Goose","Ontario","2","1997",""
"1700","Ross' Goose","Quebec","1","1997",""
"1700","Ross' Goose","Saskatchewan","1","1997","1.47"
"1700","Ross' Goose","Saskatchewan","2","1997",""
"1700","Ross' Goose","Saskatchewan","3","1997","1.63"
"1700","Ross' Goose","Alberta","1","1998",""
"1700","Ross' Goose","Alberta","2","1998",""
"1700","Ross' Goose","Manitoba","1","1998","2.13"
"1700","Ross' Goose","Manitoba","2","1998",""
"1700","Ross' Goose","Quebec","1","1998",""
"1700","Ross' Goose","Saskatchewan","1","1998","0.94"
"1700","Ross' Goose","Saskatchewan","2","1998",""
"1700","Ross' Goose","Saskatchewan","3","1998","1.05"
"1700","Ross' Goose","Alberta","1","1999",""
"1700","Ross' Goose","Alberta","2","1999",""
"1700","Ross' Goose","Manitoba","1","1999",""
"1700","Ross' Goose","Northwest Territories","1","1999",""
"1700","Ross' Goose","Quebec","1","1999",""
"1700","Ross' Goose","Saskatchewan","1","1999","2.11"
"1700","Ross' Goose","Saskatchewan","2","1999",""
"1700","Ross' Goose","Saskatchewan","3","1999",""
"1700","Ross' Goose","Alberta","2","2000",""
"1700","Ross' Goose","British Columbia","2","2000",""
"1700","Ross' Goose","Manitoba","1","2000",""
"1700","Ross' Goose","Manitoba","2","2000",""
"1700","Ross' Goose","Nunavut","1","2000",""
"1700","Ross' Goose","Quebec","1","2000",""
"1700","Ross' Goose","Saskatchewan","1","2000",""
"1700","Ross' Goose","Saskatchewan","2","2000",""
"1700","Ross' Goose","Saskatchewan","3","2000",""
"1700","Ross' Goose","Alberta","1","2001",""
"1700","Ross' Goose","Alberta","2","2001","3.3"
"1700","Ross' Goose","Manitoba","1","2001",""
"1700","Ross' Goose","Manitoba","2","2001",""
"1700","Ross' Goose","Saskatchewan","1","2001","1.44"
"1700","Ross' Goose","Saskatchewan","2","2001",""
"1700","Ross' Goose","Saskatchewan","3","2001","1.25"
"1700","Ross' Goose","Alberta","1","2002",""
"1700","Ross' Goose","Alberta","2","2002","2.33"
"1700","Ross' Goose","Manitoba","1","2002",""
"1700","Ross' Goose","Manitoba","2","2002",""
"1700","Ross' Goose","Saskatchewan","1","2002","1.21"
"1700","Ross' Goose","Saskatchewan","2","2002","6.33"
"1700","Ross' Goose","Saskatchewan","3","2002",""
"1700","Ross' Goose","Alberta","2","2003",""
"1700","Ross' Goose","Manitoba","1","2003",""
"1700","Ross' Goose","Manitoba","2","2003",""
"1700","Ross' Goose","Ontario","2","2003",""
"1700","Ross' Goose","Saskatchewan","1","2003","3.62"
"1700","Ross' Goose","Saskatchewan","2","2003",""
"1700","Ross' Goose","Saskatchewan","3","2003","5.4"
"1700","Ross' Goose","Alberta","1","2004",""
"1700","Ross' Goose","Alberta","2","2004",""
"1700","Ross' Goose","Manitoba","1","2004",""
"1700","Ross' Goose","Manitoba","2","2004",""
"1700","Ross' Goose","Ontario","2","2004",""
"1700","Ross' Goose","Ontario","3","2004",""
"1700","Ross' Goose","Saskatchewan","1","2004","0.57"
"1700","Ross' Goose","Saskatchewan","2","2004",""
"1700","Ross' Goose","Saskatchewan","3","2004",""
"1700","Ross' Goose","Alberta","1","2005",""
"1700","Ross' Goose","Alberta","2","2005",""
"1700","Ross' Goose","Manitoba","2","2005",""
"1700","Ross' Goose","Saskatchewan","1","2005","0.59"
"1700","Ross' Goose","Saskatchewan","2","2005",""
"1700","Ross' Goose","Saskatchewan","3","2005",""
"1700","Ross' Goose","Alberta","1","2006",""
"1700","Ross' Goose","Alberta","2","2006",""
"1700","Ross' Goose","Manitoba","1","2006",""
"1700","Ross' Goose","Manitoba","2","2006",""
"1700","Ross' Goose","Saskatchewan","1","2006","1.64"
"1700","Ross' Goose","Saskatchewan","2","2006",""
"1700","Ross' Goose","Saskatchewan","3","2006",""
"1700","Ross' Goose","Alberta","1","2007",""
"1700","Ross' Goose","Alberta","2","2007",""
"1700","Ross' Goose","Manitoba","1","2007",""
"1700","Ross' Goose","Manitoba","2","2007","1.56"
"1700","Ross' Goose","Saskatchewan","1","2007","0.76"
"1700","Ross' Goose","Saskatchewan","2","2007",""
"1700","Ross' Goose","Saskatchewan","3","2007",""
"1700","Ross' Goose","Alberta","1","2008",""
"1700","Ross' Goose","Alberta","2","2008",""
"1700","Ross' Goose","Manitoba","1","2008","3.5"
"1700","Ross' Goose","Manitoba","2","2008","4.2"
"1700","Ross' Goose","Ontario","1","2008",""
"1700","Ross' Goose","Prince Edward Island","1","2008",""
"1700","Ross' Goose","Saskatchewan","1","2008","1.36"
"1700","Ross' Goose","Saskatchewan","2","2008","5.4"
"1700","Ross' Goose","Saskatchewan","3","2008",""
"1700","Ross' Goose","Alberta","2","2009",""
"1700","Ross' Goose","Manitoba","1","2009",""
"1700","Ross' Goose","Manitoba","2","2009",""
"1700","Ross' Goose","Saskatchewan","1","2009",""
"1700","Ross' Goose","Saskatchewan","2","2009",""
"1700","Ross' Goose","Saskatchewan","3","2009","1.08"
"1700","Ross' Goose","Alberta","1","2010",""
"1700","Ross' Goose","Alberta","2","2010","10.5"
"1700","Ross' Goose","Manitoba","1","2010",""
"1700","Ross' Goose","Manitoba","2","2010",""
"1700","Ross' Goose","Saskatchewan","1","2010","2"
"1700","Ross' Goose","Saskatchewan","2","2010",""
"1700","Ross' Goose","Saskatchewan","3","2010",""
"1700","Ross' Goose","Alberta","1","2011",""
"1700","Ross' Goose","Alberta","2","2011",""
"1700","Ross' Goose","Manitoba","1","2011",""
"1700","Ross' Goose","Manitoba","2","2011",""
"1700","Ross' Goose","Saskatchewan","1","2011","0.38"
"1700","Ross' Goose","Saskatchewan","2","2011",""
"1700","Ross' Goose","Saskatchewan","3","2011","1"
"1700","Ross' Goose","Alberta","2","2012",""
"1700","Ross' Goose","Manitoba","1","2012",""
"1700","Ross' Goose","Manitoba","2","2012",""
"1700","Ross' Goose","Saskatchewan","1","2012","3.4"
"1700","Ross' Goose","Saskatchewan","2","2012",""
"1700","Ross' Goose","Saskatchewan","3","2012","0.67"
"1700","Ross' Goose","Alberta","1","2013",""
"1700","Ross' Goose","Alberta","2","2013",""
"1700","Ross' Goose","Manitoba","2","2013",""
"1700","Ross' Goose","Ontario","2","2013",""
"1700","Ross' Goose","Saskatchewan","1","2013","1.15"
"1700","Ross' Goose","Saskatchewan","2","2013",""
"1700","Ross' Goose","Saskatchewan","3","2013",""
"1700","Ross' Goose","Alberta","1","2014",""
"1700","Ross' Goose","Alberta","2","2014","6.44"
"1700","Ross' Goose","Manitoba","1","2014",""
"1700","Ross' Goose","Saskatchewan","1","2014","0.47"
"1700","Ross' Goose","Saskatchewan","2","2014",""
"1700","Ross' Goose","Saskatchewan","3","2014",""
"1700","Ross' Goose","Alberta","1","2015",""
"1700","Ross' Goose","Alberta","2","2015",""
"1700","Ross' Goose","Saskatchewan","1","2015",""
"1700","Ross' Goose","Saskatchewan","2","2015",""
"1700","Ross' Goose","Saskatchewan","3","2015",""
"1700","Ross' Goose","Alberta","1","2016",""
"1700","Ross' Goose","Alberta","2","2016",""
"1700","Ross' Goose","Manitoba","1","2016",""
"1700","Ross' Goose","Manitoba","2","2016","6.67"
"1700","Ross' Goose","Saskatchewan","1","2016",""
"1700","Ross' Goose","Saskatchewan","2","2016",""
"1700","Ross' Goose","Alberta","1","2017",""
"1700","Ross' Goose","Alberta","2","2017",""
"1700","Ross' Goose","British Columbia","1","2017",""
"1700","Ross' Goose","British Columbia","2","2017",""
"1700","Ross' Goose","Manitoba","1","2017",""
"1700","Ross' Goose","Manitoba","2","2017",""
"1700","Ross' Goose","Saskatchewan","1","2017","1.78"
"1700","Ross' Goose","Saskatchewan","2","2017","2.83"
"1700","Ross' Goose","Saskatchewan","3","2017",""
"1700","Ross' Goose","Alberta","1","2018",""
"1700","Ross' Goose","Alberta","2","2018",""
"1700","Ross' Goose","Manitoba","2","2018",""
"1700","Ross' Goose","Saskatchewan","1","2018",""
"1700","Ross' Goose","Saskatchewan","3","2018",""
"1710","White-fronted Goose","Alberta","1","1969","1.14"
"1710","White-fronted Goose","Alberta","2","1969","1.69"
"1710","White-fronted Goose","Manitoba","1","1969",""
"1710","White-fronted Goose","Manitoba","2","1969",""
"1710","White-fronted Goose","Prince Edward Island","1","1969",""
"1710","White-fronted Goose","Quebec","1","1969",""
"1710","White-fronted Goose","Saskatchewan","1","1969","0.67"
"1710","White-fronted Goose","Saskatchewan","2","1969",""
"1710","White-fronted Goose","Saskatchewan","3","1969","0.86"
"1710","White-fronted Goose","Alberta","1","1970","1.11"
"1710","White-fronted Goose","Alberta","2","1970","1.82"
"1710","White-fronted Goose","British Columbia","1","1970",""
"1710","White-fronted Goose","British Columbia","2","1970",""
"1710","White-fronted Goose","Manitoba","1","1970",""
"1710","White-fronted Goose","Ontario","3","1970",""
"1710","White-fronted Goose","Saskatchewan","1","1970","0.93"
"1710","White-fronted Goose","Saskatchewan","2","1970",""
"1710","White-fronted Goose","Saskatchewan","3","1970","1.55"
"1710","White-fronted Goose","Alberta","1","1971","1.28"
"1710","White-fronted Goose","Alberta","2","1971",""
"1710","White-fronted Goose","British Columbia","2","1971",""
"1710","White-fronted Goose","Manitoba","1","1971",""
"1710","White-fronted Goose","Manitoba","2","1971",""
"1710","White-fronted Goose","Saskatchewan","1","1971","1.29"
"1710","White-fronted Goose","Saskatchewan","2","1971",""
"1710","White-fronted Goose","Saskatchewan","3","1971","0.19"
"1710","White-fronted Goose","Alberta","1","1972","0.81"
"1710","White-fronted Goose","Alberta","2","1972","3"
"1710","White-fronted Goose","British Columbia","1","1972",""
"1710","White-fronted Goose","Manitoba","1","1972",""
"1710","White-fronted Goose","Manitoba","2","1972",""
"1710","White-fronted Goose","Saskatchewan","1","1972","1.26"
"1710","White-fronted Goose","Saskatchewan","2","1972",""
"1710","White-fronted Goose","Saskatchewan","3","1972","0.26"
"1710","White-fronted Goose","Alberta","1","1973","1"
"1710","White-fronted Goose","Alberta","2","1973","2"
"1710","White-fronted Goose","British Columbia","1","1973",""
"1710","White-fronted Goose","British Columbia","2","1973",""
"1710","White-fronted Goose","Manitoba","1","1973",""
"1710","White-fronted Goose","Manitoba","2","1973",""
"1710","White-fronted Goose","Saskatchewan","1","1973","1.3"
"1710","White-fronted Goose","Saskatchewan","2","1973","1.39"
"1710","White-fronted Goose","Saskatchewan","3","1973","2.12"
"1710","White-fronted Goose","Alberta","1","1974","0.77"
"1710","White-fronted Goose","Alberta","2","1974",""
"1710","White-fronted Goose","British Columbia","1","1974",""
"1710","White-fronted Goose","British Columbia","2","1974",""
"1710","White-fronted Goose","Manitoba","1","1974",""
"1710","White-fronted Goose","Saskatchewan","1","1974","0.62"
"1710","White-fronted Goose","Saskatchewan","2","1974",""
"1710","White-fronted Goose","Saskatchewan","3","1974","0.45"
"1710","White-fronted Goose","Alberta","1","1975","1.35"
"1710","White-fronted Goose","Alberta","2","1975",""
"1710","White-fronted Goose","British Columbia","1","1975",""
"1710","White-fronted Goose","British Columbia","2","1975",""
"1710","White-fronted Goose","Manitoba","1","1975",""
"1710","White-fronted Goose","Nova Scotia","1","1975",""
"1710","White-fronted Goose","Northwest Territories","1","1975",""
"1710","White-fronted Goose","Saskatchewan","1","1975","1.19"
"1710","White-fronted Goose","Saskatchewan","2","1975",""
"1710","White-fronted Goose","Saskatchewan","3","1975","4.83"
"1710","White-fronted Goose","Yukon Territory","1","1975",""
"1710","White-fronted Goose","Alberta","1","1976","0.82"
"1710","White-fronted Goose","Alberta","2","1976",""
"1710","White-fronted Goose","Manitoba","1","1976",""
"1710","White-fronted Goose","Manitoba","2","1976",""
"1710","White-fronted Goose","Saskatchewan","1","1976","1.17"
"1710","White-fronted Goose","Saskatchewan","2","1976",""
"1710","White-fronted Goose","Saskatchewan","3","1976","1.17"
"1710","White-fronted Goose","Yukon Territory","1","1976",""
"1710","White-fronted Goose","Alberta","1","1977","1.04"
"1710","White-fronted Goose","Alberta","2","1977","1.45"
"1710","White-fronted Goose","British Columbia","1","1977",""
"1710","White-fronted Goose","Saskatchewan","1","1977","0.78"
"1710","White-fronted Goose","Saskatchewan","2","1977",""
"1710","White-fronted Goose","Saskatchewan","3","1977","1.15"
"1710","White-fronted Goose","Yukon Territory","1","1977",""
"1710","White-fronted Goose","Alberta","1","1978","0.92"
"1710","White-fronted Goose","Alberta","2","1978",""
"1710","White-fronted Goose","British Columbia","1","1978",""
"1710","White-fronted Goose","Manitoba","1","1978",""
"1710","White-fronted Goose","Manitoba","2","1978",""
"1710","White-fronted Goose","Saskatchewan","1","1978","1.01"
"1710","White-fronted Goose","Saskatchewan","2","1978",""
"1710","White-fronted Goose","Saskatchewan","3","1978","0.51"
"1710","White-fronted Goose","Yukon Territory","1","1978",""
"1710","White-fronted Goose","Alberta","1","1979","0.69"
"1710","White-fronted Goose","Alberta","2","1979",""
"1710","White-fronted Goose","British Columbia","2","1979",""
"1710","White-fronted Goose","Manitoba","1","1979",""
"1710","White-fronted Goose","Saskatchewan","1","1979","0.95"
"1710","White-fronted Goose","Saskatchewan","2","1979","2.33"
"1710","White-fronted Goose","Saskatchewan","3","1979","2.31"
"1710","White-fronted Goose","Yukon Territory","1","1979",""
"1710","White-fronted Goose","Alberta","1","1980","1"
"1710","White-fronted Goose","Alberta","2","1980","0.85"
"1710","White-fronted Goose","British Columbia","1","1980",""
"1710","White-fronted Goose","Manitoba","1","1980",""
"1710","White-fronted Goose","Manitoba","2","1980",""
"1710","White-fronted Goose","Saskatchewan","1","1980","0.9"
"1710","White-fronted Goose","Saskatchewan","2","1980",""
"1710","White-fronted Goose","Saskatchewan","3","1980","1.24"
"1710","White-fronted Goose","Alberta","1","1981","0.72"
"1710","White-fronted Goose","Alberta","2","1981","1.4"
"1710","White-fronted Goose","British Columbia","1","1981",""
"1710","White-fronted Goose","British Columbia","2","1981",""
"1710","White-fronted Goose","Manitoba","1","1981",""
"1710","White-fronted Goose","Manitoba","2","1981",""
"1710","White-fronted Goose","Saskatchewan","1","1981","1.11"
"1710","White-fronted Goose","Saskatchewan","2","1981",""
"1710","White-fronted Goose","Saskatchewan","3","1981","0.86"
"1710","White-fronted Goose","Yukon Territory","1","1981",""
"1710","White-fronted Goose","Alberta","1","1982",""
"1710","White-fronted Goose","Alberta","2","1982",""
"1710","White-fronted Goose","Manitoba","1","1982",""
"1710","White-fronted Goose","Saskatchewan","1","1982","0.5"
"1710","White-fronted Goose","Saskatchewan","2","1982",""
"1710","White-fronted Goose","Saskatchewan","3","1982","0.55"
"1710","White-fronted Goose","Alberta","1","1983",""
"1710","White-fronted Goose","Alberta","2","1983",""
"1710","White-fronted Goose","Manitoba","1","1983",""
"1710","White-fronted Goose","Northwest Territories","1","1983",""
"1710","White-fronted Goose","Saskatchewan","1","1983","1.2"
"1710","White-fronted Goose","Saskatchewan","2","1983","1.07"
"1710","White-fronted Goose","Saskatchewan","3","1983","0.82"
"1710","White-fronted Goose","Alberta","1","1984","0.78"
"1710","White-fronted Goose","Alberta","2","1984","1.4"
"1710","White-fronted Goose","British Columbia","2","1984",""
"1710","White-fronted Goose","Manitoba","1","1984",""
"1710","White-fronted Goose","Ontario","3","1984",""
"1710","White-fronted Goose","Saskatchewan","1","1984","0.9"
"1710","White-fronted Goose","Saskatchewan","2","1984",""
"1710","White-fronted Goose","Saskatchewan","3","1984","0.89"
"1710","White-fronted Goose","Yukon Territory","1","1984",""
"1710","White-fronted Goose","Alberta","1","1985","1.09"
"1710","White-fronted Goose","Alberta","2","1985","0.79"
"1710","White-fronted Goose","British Columbia","1","1985",""
"1710","White-fronted Goose","British Columbia","2","1985",""
"1710","White-fronted Goose","Saskatchewan","1","1985","1.26"
"1710","White-fronted Goose","Saskatchewan","2","1985",""
"1710","White-fronted Goose","Saskatchewan","3","1985","1.03"
"1710","White-fronted Goose","Alberta","1","1986","0.44"
"1710","White-fronted Goose","Alberta","2","1986","0.47"
"1710","White-fronted Goose","Manitoba","1","1986",""
"1710","White-fronted Goose","Northwest Territories","1","1986",""
"1710","White-fronted Goose","Quebec","2","1986",""
"1710","White-fronted Goose","Saskatchewan","1","1986","0.58"
"1710","White-fronted Goose","Saskatchewan","2","1986",""
"1710","White-fronted Goose","Saskatchewan","3","1986","0.28"
"1710","White-fronted Goose","Alberta","1","1987","0.64"
"1710","White-fronted Goose","Alberta","2","1987","0.5"
"1710","White-fronted Goose","British Columbia","1","1987",""
"1710","White-fronted Goose","British Columbia","2","1987",""
"1710","White-fronted Goose","Manitoba","1","1987",""
"1710","White-fronted Goose","Saskatchewan","1","1987","0.75"
"1710","White-fronted Goose","Saskatchewan","2","1987","1.1"
"1710","White-fronted Goose","Saskatchewan","3","1987","0.8"
"1710","White-fronted Goose","Alberta","1","1988","0.78"
"1710","White-fronted Goose","Alberta","2","1988","0.94"
"1710","White-fronted Goose","British Columbia","1","1988",""
"1710","White-fronted Goose","British Columbia","2","1988",""
"1710","White-fronted Goose","Saskatchewan","1","1988","0.86"
"1710","White-fronted Goose","Saskatchewan","2","1988",""
"1710","White-fronted Goose","Saskatchewan","3","1988",""
"1710","White-fronted Goose","Alberta","1","1989","0.53"
"1710","White-fronted Goose","Alberta","2","1989","0.67"
"1710","White-fronted Goose","British Columbia","1","1989",""
"1710","White-fronted Goose","British Columbia","2","1989",""
"1710","White-fronted Goose","Manitoba","2","1989",""
"1710","White-fronted Goose","New Brunswick","1","1989",""
"1710","White-fronted Goose","Nova Scotia","2","1989",""
"1710","White-fronted Goose","Ontario","3","1989",""
"1710","White-fronted Goose","Saskatchewan","1","1989","0.81"
"1710","White-fronted Goose","Saskatchewan","2","1989","1.29"
"1710","White-fronted Goose","Saskatchewan","3","1989","0.81"
"1710","White-fronted Goose","Alberta","1","1990","0.34"
"1710","White-fronted Goose","Alberta","2","1990","0.89"
"1710","White-fronted Goose","British Columbia","1","1990",""
"1710","White-fronted Goose","British Columbia","2","1990",""
"1710","White-fronted Goose","Manitoba","2","1990",""
"1710","White-fronted Goose","Newfoundland and Labrador","1","1990",""
"1710","White-fronted Goose","Northwest Territories","1","1990",""
"1710","White-fronted Goose","Saskatchewan","1","1990","0.54"
"1710","White-fronted Goose","Saskatchewan","2","1990","2.67"
"1710","White-fronted Goose","Saskatchewan","3","1990","0.9"
"1710","White-fronted Goose","Alberta","1","1991","0.32"
"1710","White-fronted Goose","Alberta","2","1991","0.56"
"1710","White-fronted Goose","British Columbia","1","1991",""
"1710","White-fronted Goose","Manitoba","1","1991",""
"1710","White-fronted Goose","Manitoba","2","1991",""
"1710","White-fronted Goose","Nova Scotia","1","1991",""
"1710","White-fronted Goose","Quebec","2","1991",""
"1710","White-fronted Goose","Saskatchewan","1","1991","0.52"
"1710","White-fronted Goose","Saskatchewan","2","1991","0.94"
"1710","White-fronted Goose","Saskatchewan","3","1991","0.74"
"1710","White-fronted Goose","Alberta","1","1992","0.21"
"1710","White-fronted Goose","Alberta","2","1992","0.22"
"1710","White-fronted Goose","British Columbia","1","1992",""
"1710","White-fronted Goose","British Columbia","2","1992",""
"1710","White-fronted Goose","Manitoba","1","1992",""
"1710","White-fronted Goose","Manitoba","2","1992",""
"1710","White-fronted Goose","Saskatchewan","1","1992","0.34"
"1710","White-fronted Goose","Saskatchewan","2","1992","0.32"
"1710","White-fronted Goose","Saskatchewan","3","1992","0.42"
"1710","White-fronted Goose","Alberta","1","1993","1.41"
"1710","White-fronted Goose","Alberta","2","1993","0.87"
"1710","White-fronted Goose","Nova Scotia","1","1993",""
"1710","White-fronted Goose","Ontario","2","1993",""
