"Species code","Species name","Province","Zone","Year","Estimate","± 1 standard error"
"1360","Eurasian Wigeon","Newfoundland and Labrador","1","1996","41","49"
"1360","Eurasian Wigeon","British Columbia","2","1997","70","108"
"1360","Eurasian Wigeon","Ontario","2","1997","50","61"
"1360","Eurasian Wigeon","Quebec","1","1997","72","115"
"1360","Eurasian Wigeon","Saskatchewan","2","1997","179","0"
"1360","Eurasian Wigeon","British Columbia","2","1998","112","89"
"1360","Eurasian Wigeon","Quebec","2","1998","85","179"
"1360","Eurasian Wigeon","Alberta","2","2000","136","229"
"1360","Eurasian Wigeon","Newfoundland and Labrador","1","2000","73","0"
"1360","Eurasian Wigeon","Newfoundland and Labrador","1","2001","86","109"
"1360","Eurasian Wigeon","British Columbia","1","2002","96","79"
"1360","Eurasian Wigeon","British Columbia","2","2002","27","27"
"1360","Eurasian Wigeon","Nova Scotia","1","2002","68","74"
"1360","Eurasian Wigeon","Ontario","1","2002","62","64"
"1360","Eurasian Wigeon","Quebec","2","2002","32","36"
"1360","Eurasian Wigeon","Nova Scotia","1","2003","145","246"
"1360","Eurasian Wigeon","Quebec","1","2003","56","0"
"1360","Eurasian Wigeon","British Columbia","2","2006","63","81"
"1360","Eurasian Wigeon","Nova Scotia","1","2006","71","53"
"1360","Eurasian Wigeon","New Brunswick","1","2007","33","35"
"1360","Eurasian Wigeon","Newfoundland and Labrador","1","2007","60","77"
"1360","Eurasian Wigeon","Prince Edward Island","1","2007","53","54"
"1360","Eurasian Wigeon","British Columbia","2","2008","53","52"
"1360","Eurasian Wigeon","Quebec","2","2009","113","112"
"1360","Eurasian Wigeon","British Columbia","2","2011","74","68"
"1360","Eurasian Wigeon","British Columbia","2","2012","60","59"
"1360","Eurasian Wigeon","British Columbia","1","2015","88","80"
"1360","Eurasian Wigeon","Ontario","2","2015","140","145"
"1360","Eurasian Wigeon","British Columbia","1","2017","145","112"
"1360","Eurasian Wigeon","Quebec","1","2018","62","62"
"1370","American Wigeon","Alberta","1","1969","20731","2036"
"1370","American Wigeon","Alberta","2","1969","29699","3567"
"1370","American Wigeon","British Columbia","1","1969","10203","1778"
"1370","American Wigeon","British Columbia","2","1969","23281","3665"
"1370","American Wigeon","Manitoba","1","1969","12427","822"
"1370","American Wigeon","Manitoba","2","1969","3296","625"
"1370","American Wigeon","New Brunswick","1","1969","275","51"
"1370","American Wigeon","New Brunswick","2","1969","33","12"
"1370","American Wigeon","Ontario","1","1969","6771","1228"
"1370","American Wigeon","Ontario","2","1969","4206","888"
"1370","American Wigeon","Ontario","3","1969","3124","499"
"1370","American Wigeon","Prince Edward Island","1","1969","193","55"
"1370","American Wigeon","Quebec","1","1969","3974","536"
"1370","American Wigeon","Quebec","2","1969","49","24"
"1370","American Wigeon","Saskatchewan","1","1969","19723","3477"
"1370","American Wigeon","Saskatchewan","2","1969","1725","312"
"1370","American Wigeon","Saskatchewan","3","1969","10399","1114"
"1370","American Wigeon","Alberta","1","1970","13813","1374"
"1370","American Wigeon","Alberta","2","1970","17870","2104"
"1370","American Wigeon","British Columbia","1","1970","11121","1906"
"1370","American Wigeon","British Columbia","2","1970","25298","3909"
"1370","American Wigeon","Manitoba","1","1970","17864","1176"
"1370","American Wigeon","Manitoba","2","1970","801","154"
"1370","American Wigeon","New Brunswick","1","1970","383","67"
"1370","American Wigeon","New Brunswick","2","1970","108","38"
"1370","American Wigeon","Newfoundland and Labrador","1","1970","143","66"
"1370","American Wigeon","Nova Scotia","1","1970","273","109"
"1370","American Wigeon","Ontario","1","1970","6162","1135"
"1370","American Wigeon","Ontario","2","1970","5282","1071"
"1370","American Wigeon","Ontario","3","1970","1939","294"
"1370","American Wigeon","Prince Edward Island","1","1970","269","77"
"1370","American Wigeon","Quebec","1","1970","3877","534"
"1370","American Wigeon","Quebec","2","1970","568","265"
"1370","American Wigeon","Saskatchewan","1","1970","12492","2356"
"1370","American Wigeon","Saskatchewan","2","1970","621","152"
"1370","American Wigeon","Saskatchewan","3","1970","11792","1261"
"1370","American Wigeon","Alberta","1","1971","13723","1327"
"1370","American Wigeon","Alberta","2","1971","19640","2282"
"1370","American Wigeon","British Columbia","1","1971","6912","1270"
"1370","American Wigeon","British Columbia","2","1971","23574","3707"
"1370","American Wigeon","Manitoba","1","1971","9453","635"
"1370","American Wigeon","Manitoba","2","1971","1301","252"
"1370","American Wigeon","New Brunswick","1","1971","294","58"
"1370","American Wigeon","New Brunswick","2","1971","39","13"
"1370","American Wigeon","Nova Scotia","2","1971","66","19"
"1370","American Wigeon","Ontario","1","1971","3291","610"
"1370","American Wigeon","Ontario","2","1971","2966","608"
"1370","American Wigeon","Ontario","3","1971","2712","447"
"1370","American Wigeon","Prince Edward Island","1","1971","121","34"
"1370","American Wigeon","Quebec","1","1971","5414","743"
"1370","American Wigeon","Quebec","2","1971","60","28"
"1370","American Wigeon","Saskatchewan","1","1971","9934","1860"
"1370","American Wigeon","Saskatchewan","2","1971","4372","780"
"1370","American Wigeon","Saskatchewan","3","1971","6267","678"
"1370","American Wigeon","Alberta","1","1972","17239","1340"
"1370","American Wigeon","Alberta","2","1972","23217","1425"
"1370","American Wigeon","British Columbia","1","1972","12589","1829"
"1370","American Wigeon","British Columbia","2","1972","25840","2821"
"1370","American Wigeon","Manitoba","1","1972","11553","897"
"1370","American Wigeon","Manitoba","2","1972","1144","240"
"1370","American Wigeon","New Brunswick","1","1972","517","81"
"1370","American Wigeon","New Brunswick","2","1972","223","66"
"1370","American Wigeon","Nova Scotia","1","1972","48","18"
"1370","American Wigeon","Nova Scotia","2","1972","289","80"
"1370","American Wigeon","Ontario","1","1972","5669","721"
"1370","American Wigeon","Ontario","2","1972","4440","788"
"1370","American Wigeon","Ontario","3","1972","3007","380"
"1370","American Wigeon","Prince Edward Island","1","1972","197","51"
"1370","American Wigeon","Quebec","1","1972","4759","441"
"1370","American Wigeon","Quebec","2","1972","252","112"
"1370","American Wigeon","Saskatchewan","1","1972","6290","1261"
"1370","American Wigeon","Saskatchewan","2","1972","3554","660"
"1370","American Wigeon","Saskatchewan","3","1972","7080","742"
"1370","American Wigeon","Alberta","1","1973","15167","1188"
"1370","American Wigeon","Alberta","2","1973","18582","1176"
"1370","American Wigeon","British Columbia","1","1973","7370","1115"
"1370","American Wigeon","British Columbia","2","1973","30714","2986"
"1370","American Wigeon","Manitoba","1","1973","8285","662"
"1370","American Wigeon","Manitoba","2","1973","4274","883"
"1370","American Wigeon","New Brunswick","1","1973","609","104"
"1370","American Wigeon","New Brunswick","2","1973","79","23"
"1370","American Wigeon","Newfoundland and Labrador","1","1973","142","80"
"1370","American Wigeon","Nova Scotia","1","1973","237","95"
"1370","American Wigeon","Nova Scotia","2","1973","79","23"
"1370","American Wigeon","Ontario","1","1973","3126","395"
"1370","American Wigeon","Ontario","2","1973","4736","781"
"1370","American Wigeon","Ontario","3","1973","1356","190"
"1370","American Wigeon","Prince Edward Island","1","1973","88","24"
"1370","American Wigeon","Quebec","1","1973","5031","521"
"1370","American Wigeon","Quebec","2","1973","481","217"
"1370","American Wigeon","Saskatchewan","1","1973","5452","1096"
"1370","American Wigeon","Saskatchewan","2","1973","3834","798"
"1370","American Wigeon","Saskatchewan","3","1973","8310","854"
"1370","American Wigeon","Alberta","1","1974","17992","1496"
"1370","American Wigeon","Alberta","2","1974","20195","1335"
"1370","American Wigeon","British Columbia","1","1974","7805","1200"
"1370","American Wigeon","British Columbia","2","1974","26088","4538"
"1370","American Wigeon","Manitoba","1","1974","6948","536"
"1370","American Wigeon","Manitoba","2","1974","2488","500"
"1370","American Wigeon","New Brunswick","1","1974","728","122"
"1370","American Wigeon","New Brunswick","2","1974","71","17"
"1370","American Wigeon","Nova Scotia","1","1974","134","51"
"1370","American Wigeon","Nova Scotia","2","1974","325","89"
"1370","American Wigeon","Ontario","1","1974","4591","552"
"1370","American Wigeon","Ontario","2","1974","5846","1042"
"1370","American Wigeon","Ontario","3","1974","2079","258"
"1370","American Wigeon","Prince Edward Island","1","1974","308","84"
"1370","American Wigeon","Quebec","1","1974","7832","781"
"1370","American Wigeon","Quebec","2","1974","625","278"
"1370","American Wigeon","Saskatchewan","1","1974","10590","2021"
"1370","American Wigeon","Saskatchewan","2","1974","4923","912"
"1370","American Wigeon","Saskatchewan","3","1974","9085","934"
"1370","American Wigeon","Alberta","1","1975","23393","1148"
"1370","American Wigeon","Alberta","2","1975","26584","1136"
"1370","American Wigeon","British Columbia","1","1975","8768","939"
"1370","American Wigeon","British Columbia","2","1975","30062","2246"
"1370","American Wigeon","Manitoba","1","1975","10867","538"
"1370","American Wigeon","Manitoba","2","1975","2931","431"
"1370","American Wigeon","New Brunswick","1","1975","1683","160"
"1370","American Wigeon","Nova Scotia","1","1975","264","30"
"1370","American Wigeon","Nova Scotia","2","1975","321","27"
"1370","American Wigeon","Northwest Territories","1","1975","543","84"
"1370","American Wigeon","Ontario","1","1975","7568","431"
"1370","American Wigeon","Ontario","2","1975","9095","616"
"1370","American Wigeon","Ontario","3","1975","1281","90"
"1370","American Wigeon","Prince Edward Island","1","1975","166","16"
"1370","American Wigeon","Quebec","1","1975","5941","342"
"1370","American Wigeon","Quebec","2","1975","112","10"
"1370","American Wigeon","Saskatchewan","1","1975","6649","419"
"1370","American Wigeon","Saskatchewan","2","1975","7243","484"
"1370","American Wigeon","Saskatchewan","3","1975","14693","761"
"1370","American Wigeon","Yukon Territory","1","1975","513","90"
"1370","American Wigeon","Alberta","1","1976","12517","691"
"1370","American Wigeon","Alberta","2","1976","25883","1192"
"1370","American Wigeon","British Columbia","1","1976","7967","632"
"1370","American Wigeon","British Columbia","2","1976","21887","2379"
"1370","American Wigeon","Manitoba","1","1976","8264","371"
"1370","American Wigeon","Manitoba","2","1976","3068","233"
"1370","American Wigeon","New Brunswick","1","1976","997","53"
"1370","American Wigeon","New Brunswick","2","1976","688","80"
"1370","American Wigeon","Newfoundland and Labrador","1","1976","560","52"
"1370","American Wigeon","Nova Scotia","1","1976","129","19"
"1370","American Wigeon","Nova Scotia","2","1976","205","18"
"1370","American Wigeon","Northwest Territories","1","1976","1334","168"
"1370","American Wigeon","Ontario","1","1976","9500","499"
"1370","American Wigeon","Ontario","2","1976","10459","723"
"1370","American Wigeon","Ontario","3","1976","3374","194"
"1370","American Wigeon","Prince Edward Island","1","1976","155","21"
"1370","American Wigeon","Quebec","1","1976","10335","501"
"1370","American Wigeon","Quebec","2","1976","933","75"
"1370","American Wigeon","Saskatchewan","1","1976","10874","662"
"1370","American Wigeon","Saskatchewan","2","1976","6539","563"
"1370","American Wigeon","Saskatchewan","3","1976","10473","549"
"1370","American Wigeon","Yukon Territory","1","1976","812","88"
"1370","American Wigeon","Alberta","1","1977","19215","0"
"1370","American Wigeon","Alberta","2","1977","36667","0"
"1370","American Wigeon","British Columbia","1","1977","10673","0"
"1370","American Wigeon","British Columbia","2","1977","23923","0"
"1370","American Wigeon","Manitoba","1","1977","8069","0"
"1370","American Wigeon","Manitoba","2","1977","2707","0"
"1370","American Wigeon","New Brunswick","1","1977","909","0"
"1370","American Wigeon","New Brunswick","2","1977","567","0"
"1370","American Wigeon","Newfoundland and Labrador","1","1977","1027","0"
"1370","American Wigeon","Nova Scotia","1","1977","52","0"
"1370","American Wigeon","Nova Scotia","2","1977","325","0"
"1370","American Wigeon","Northwest Territories","1","1977","321","0"
"1370","American Wigeon","Ontario","1","1977","7848","0"
"1370","American Wigeon","Ontario","2","1977","3792","0"
"1370","American Wigeon","Ontario","3","1977","1801","0"
"1370","American Wigeon","Prince Edward Island","1","1977","180","0"
"1370","American Wigeon","Quebec","1","1977","9126","0"
"1370","American Wigeon","Quebec","2","1977","609","0"
"1370","American Wigeon","Saskatchewan","1","1977","9687","0"
"1370","American Wigeon","Saskatchewan","2","1977","7119","0"
"1370","American Wigeon","Saskatchewan","3","1977","8893","0"
"1370","American Wigeon","Yukon Territory","1","1977","232","0"
"1370","American Wigeon","Alberta","1","1978","14614","920"
"1370","American Wigeon","Alberta","2","1978","19727","790"
"1370","American Wigeon","British Columbia","1","1978","4375","371"
"1370","American Wigeon","British Columbia","2","1978","24102","1763"
"1370","American Wigeon","Manitoba","1","1978","8839","399"
"1370","American Wigeon","Manitoba","2","1978","4172","295"
"1370","American Wigeon","New Brunswick","1","1978","1436","68"
"1370","American Wigeon","Newfoundland and Labrador","1","1978","534","46"
"1370","American Wigeon","Nova Scotia","1","1978","83","8"
"1370","American Wigeon","Nova Scotia","2","1978","124","9"
"1370","American Wigeon","Northwest Territories","1","1978","1497","415"
"1370","American Wigeon","Ontario","1","1978","10909","544"
"1370","American Wigeon","Ontario","2","1978","6850","361"
"1370","American Wigeon","Ontario","3","1978","4304","213"
"1370","American Wigeon","Prince Edward Island","1","1978","299","30"
"1370","American Wigeon","Quebec","1","1978","6259","296"
"1370","American Wigeon","Quebec","2","1978","605","54"
"1370","American Wigeon","Saskatchewan","1","1978","6470","500"
"1370","American Wigeon","Saskatchewan","2","1978","6616","415"
"1370","American Wigeon","Saskatchewan","3","1978","13019","616"
"1370","American Wigeon","Yukon Territory","1","1978","254","65"
"1370","American Wigeon","Alberta","1","1979","11104","788"
"1370","American Wigeon","Alberta","2","1979","14201","597"
"1370","American Wigeon","British Columbia","1","1979","5971","488"
"1370","American Wigeon","British Columbia","2","1979","21541","1493"
"1370","American Wigeon","Manitoba","1","1979","7855","382"
"1370","American Wigeon","Manitoba","2","1979","1871","149"
"1370","American Wigeon","New Brunswick","1","1979","1273","94"
"1370","American Wigeon","New Brunswick","2","1979","373","29"
"1370","American Wigeon","Newfoundland and Labrador","1","1979","123","21"
"1370","American Wigeon","Nova Scotia","1","1979","166","18"
"1370","American Wigeon","Nova Scotia","2","1979","168","17"
"1370","American Wigeon","Northwest Territories","1","1979","615","145"
"1370","American Wigeon","Ontario","1","1979","14276","810"
"1370","American Wigeon","Ontario","2","1979","7070","391"
"1370","American Wigeon","Ontario","3","1979","4422","234"
"1370","American Wigeon","Prince Edward Island","1","1979","197","21"
"1370","American Wigeon","Quebec","1","1979","7785","366"
"1370","American Wigeon","Quebec","2","1979","1358","111"
"1370","American Wigeon","Saskatchewan","1","1979","5855","518"
"1370","American Wigeon","Saskatchewan","2","1979","2758","216"
"1370","American Wigeon","Saskatchewan","3","1979","10722","528"
"1370","American Wigeon","Yukon Territory","1","1979","514","146"
"1370","American Wigeon","Alberta","1","1980","11815","752"
"1370","American Wigeon","Alberta","2","1980","11662","502"
"1370","American Wigeon","British Columbia","1","1980","6662","616"
"1370","American Wigeon","British Columbia","2","1980","15876","1300"
"1370","American Wigeon","Manitoba","1","1980","7202","462"
"1370","American Wigeon","Manitoba","2","1980","2067","180"
"1370","American Wigeon","New Brunswick","1","1980","1565","91"
"1370","American Wigeon","New Brunswick","2","1980","127","12"
"1370","American Wigeon","Nova Scotia","1","1980","40","5"
"1370","American Wigeon","Nova Scotia","2","1980","263","34"
"1370","American Wigeon","Northwest Territories","1","1980","227","53"
"1370","American Wigeon","Ontario","1","1980","5609","311"
"1370","American Wigeon","Ontario","2","1980","7656","456"
"1370","American Wigeon","Ontario","3","1980","3038","212"
"1370","American Wigeon","Prince Edward Island","1","1980","308","31"
"1370","American Wigeon","Quebec","1","1980","6173","256"
"1370","American Wigeon","Quebec","2","1980","1016","95"
"1370","American Wigeon","Saskatchewan","1","1980","4090","304"
"1370","American Wigeon","Saskatchewan","2","1980","2917","225"
"1370","American Wigeon","Saskatchewan","3","1980","6027","349"
"1370","American Wigeon","Yukon Territory","1","1980","86","58"
"1370","American Wigeon","Alberta","1","1981","7752","894"
"1370","American Wigeon","Alberta","2","1981","10680","612"
"1370","American Wigeon","British Columbia","1","1981","3519","267"
"1370","American Wigeon","British Columbia","2","1981","14193","1091"
"1370","American Wigeon","Manitoba","1","1981","6098","363"
"1370","American Wigeon","Manitoba","2","1981","1864","139"
"1370","American Wigeon","New Brunswick","1","1981","854","49"
"1370","American Wigeon","New Brunswick","2","1981","153","18"
