"Variable code","Variable name","Province","Zone","Citizenship","Year","Estimate","± 1 standard error"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1988","10100","470"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1988","1990","190"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1988","459","102"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1988","8687","434"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1988","1653","171"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1988","834","141"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1988","519","92"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1988","1108","146"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1988","13","8"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1989","1164","126"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1989","1309","151"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1989","408","100"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1989","605","98"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1989","2022","197"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1989","649","98"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1989","1595","199"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1989","791","149"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1989","4158","335"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1989","423","90"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1989","1644","141"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1989","633","117"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1989","4","3"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1989","4310","355"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1989","10476","480"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1989","2494","222"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1989","446","110"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1989","8550","424"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1989","2012","188"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1989","647","115"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1989","368","77"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1989","1319","151"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1990","1032","109"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1990","1150","130"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1990","341","89"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1990","446","74"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1990","1872","188"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1990","730","101"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1990","1558","188"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1990","599","129"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1990","3374","304"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1990","321","77"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1990","1642","141"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1990","775","114"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1990","20","9"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1990","4669","350"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1990","8668","423"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1990","2595","212"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1990","477","102"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1990","7928","418"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1990","2083","202"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1990","966","120"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1990","535","89"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1990","1342","144"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1990","18","14"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1991","913","92"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1991","1367","137"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1991","407","93"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1991","563","93"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1991","2023","188"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1991","584","78"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1991","969","151"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1991","418","112"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1991","3179","299"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1991","304","75"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1991","1020","131"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1991","841","127"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1991","17","7"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1991","4458","337"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1991","9155","436"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1991","2133","192"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1991","418","105"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1991","7638","414"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1991","1997","189"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1991","811","117"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1991","312","67"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1991","1177","152"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1991","22","21"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1992","1018","104"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1992","1088","110"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1992","400","81"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1992","501","69"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1992","1668","158"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1992","752","96"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1992","1272","151"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1992","769","125"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1992","3344","258"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1992","318","67"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1992","1490","127"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1992","516","90"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1992","10","6"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1992","4505","315"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1992","8348","391"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1992","1704","160"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1992","589","101"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1992","7097","361"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1992","1725","165"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1992","884","116"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1992","413","73"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1992","1537","158"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1992","14","10"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1993","817","92"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1993","1064","107"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1993","183","48"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1993","450","70"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1993","1364","144"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1993","434","74"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1993","1536","176"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1993","752","118"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1993","3323","268"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1993","118","37"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1993","1590","147"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1993","627","108"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1993","25","11"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1993","4096","313"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1993","7761","387"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1993","1490","151"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1993","594","108"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1993","6782","362"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1993","1956","177"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1993","855","109"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1993","391","70"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1993","933","116"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1993","4","4"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1994","924","98"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1994","1043","102"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1994","237","50"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1994","510","74"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1994","1399","147"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1994","437","73"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1994","1285","171"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1994","514","108"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1994","2941","254"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1994","277","67"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1994","1768","148"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1994","632","108"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1994","15","7"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1994","3506","270"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1994","6769","340"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1994","1600","153"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1994","229","70"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1994","5981","332"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1994","1912","185"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1994","1149","130"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1994","399","71"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1994","1176","138"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1994","18","6"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1995","1007","95"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1995","648","80"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1995","263","59"
"ACTIOT","Active non-waterfowl hunters","British Columbia","2","All hunters","1995","246","49"
"ACTIOT","Active non-waterfowl hunters","Manitoba","1","All hunters","1995","1279","139"
"ACTIOT","Active non-waterfowl hunters","Manitoba","2","All hunters","1995","455","76"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","1","All hunters","1995","1285","160"
"ACTIOT","Active non-waterfowl hunters","New Brunswick","2","All hunters","1995","601","114"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","1","All hunters","1995","2881","235"
"ACTIOT","Active non-waterfowl hunters","Newfoundland and Labrador","2","All hunters","1995","298","71"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","1","All hunters","1995","1511","136"
"ACTIOT","Active non-waterfowl hunters","Nova Scotia","2","All hunters","1995","728","114"
"ACTIOT","Active non-waterfowl hunters","Northwest Territories","1","All hunters","1995","6","6"
"ACTIOT","Active non-waterfowl hunters","Ontario","1","All hunters","1995","3003","248"
"ACTIOT","Active non-waterfowl hunters","Ontario","2","All hunters","1995","6150","317"
"ACTIOT","Active non-waterfowl hunters","Ontario","3","All hunters","1995","1261","128"
"ACTIOT","Active non-waterfowl hunters","Prince Edward Island","1","All hunters","1995","425","97"
"ACTIOT","Active non-waterfowl hunters","Quebec","1","All hunters","1995","5300","302"
"ACTIOT","Active non-waterfowl hunters","Quebec","2","All hunters","1995","1458","155"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","1","All hunters","1995","1250","142"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","2","All hunters","1995","357","69"
"ACTIOT","Active non-waterfowl hunters","Saskatchewan","3","All hunters","1995","1240","137"
"ACTIOT","Active non-waterfowl hunters","Yukon Territory","1","All hunters","1995","34","11"
"ACTIOT","Active non-waterfowl hunters","Alberta","1","All hunters","1996","838","92"
"ACTIOT","Active non-waterfowl hunters","Alberta","2","All hunters","1996","905","99"
"ACTIOT","Active non-waterfowl hunters","British Columbia","1","All hunters","1996","244","68"
